id,label
9407074,modular invariance and uniqueness of conformal characters
9407076,numerical knot invariants of finite type from chern-simons perturbation
9407078,bosonization in higher dimensions
9407079,localized endomorphisms of the chiral ising model
9407081,conformal properties of primary fields in a q-deformed theory
9407082,brst invariant branching functions of g h coset models
9407083,flip-moves and graded associative algebras
9407085,reggeon interactions in perturbative qcd
9407086,renormalization group flow in a general gauge theory
9407087,monopole condensation and confinement in n 2 supersymmetric yang-mills
9407088,black objects in the gauge theory of p-branes
9407089,direct calculation of the boundary s matrix for the open heisenberg
9407090,anyonic states in chern-simons theory
9407091,nonperturbative 2d gravity punctured spheres and theta vacua in
9407092,realization of compact lie algebras in k ahler manifolds
9407093,berezin quantization and unitary representations of lie groups
9407095,parity and fermions in front-form
9407096,on the string equation at c 1
9407097,bf theories and 2-knots
9407098,symmetries and tau function of higher dimensional dispersionless
9407099,exact string solutions and duality
9407100,phase transition in spherically symmetric gravitational collapse of a
9407101,kinetic inflation in stringy and other cosmologies
9407102,symmetric monopoles
9407103,canonical 3 1 description of relativistic membranes
9407104,hawking radiation and back-reaction in a unitary theory of 2d quantum
9407105,a renormalized supersymmetry in the topological yang-mills field theory
9407106,integrating in and exact superpotentials in 4d
9407107,calogero models for distinguishable particles
9407108,quantisation of the su n wzw model at level k
9407109,infinite conformal algebras in supersymmetric theories on four manifolds
9407110,the quantum orthogonal mystery
9407111,s-duality and the spectrum of magnetic monopoles in heterotic string
9407112,reduction of toda lattice hierarchy to generalized kdv hierarchies and
9407113,integrable theories that are asymptotically cft
9407114,the string theory approach to generalized 2d yang-mills theory
9407115,residues in non-abelian localization
9407116,quantisation of a particle moving on a group manifold
9407117,unified approach to thermodynamic bethe ansatz and finite size
9407118,topology entropy and witten index of dilaton black holes
9407119,a 2d inspired 4d theory of gravity
9407120,schwinger-dyson equations in 2d induced gravity in covariant gauges
9407122,free field representation of quantum affine algebra u q widehat sl 2
9407123,two dimensional quantum chromodynamics as the limit of higher
9407124,noncommutative symmetric functions
9407125,the invariant fermion correlator in the schwinger model on the torus
9407126,on the composite fermion approach in the fqhe
9407127,new link invariants and yang-baxter equation
9407128,integrability and duality in two-dimensional qcd
9407129,natural symmetries of the yang-mills equations
9407130,generalized runge-lenz vector in taub-nut spinning space
9407131,the conformal points of the generalized thirring model
9407132,on a bosonic-parafermionic realization of u q widehat sl 2
9407133,magnetic wormholes and vertex operators
9407134,the topological cp 1 model and the large-n matrix integral
9407135,the quantum super yangian and casimir operators of u q gl m n
9407136,strings and loops in event symmetric space-time
9407137,a unified conformal model for fundamental interactions without dynamical
9407138,drinfel'd algebra deformations homotopy comodules and the associahedra
9407139,the qcd trace anomaly as a vacuum effect the vacuum is a medium is the
9407140,harmonic maps between three-spheres
9407141,extended toda lattice hierarchy extended two-matrix model and c 1
9407142,generalized q-oscillators and their hopf structures
9407144,on the high-temperature behaviour of the closed superstring
9407145,translation map in quantum principal bundles
9407146,modified tetrahedron equations and related 3d integrable models
9407147,extended supersymmetry and super-bf gauge theories
9407148,aspects of affine toda field theory on a half line
9407150,b wedge f term by spontaneous symmetry breaking in a generalized
9407151,gravitationally dressed conformal field theory and emergence of
9407152,superconformal current algebras and topological field theories
9407153,obstructions to gauging wz terms
9407154,conformal field theory and integrable systems associated with elliptic
9407155,ehlers harrison type transformations in dilaton axion gravity
9407156,constraint algebras in gauge invariant systems
9407157,particle tracks events and quantum theory
9407160,dynamical gauge field induced by the berry phase mechanism
9407161,anyons and deformed lie algebras
9407162,transition from su 2 l x su 2 r x u 1 b-l representation to su 2 l
9407163,towards c 0 flows
9407164,supersymmetric field theory from supermatrix models
9407165,a class of quantum states with classical-like evolution
9407166,random ising spins in two dimensions a flat space realization of the
9407167,touching random surfaces and liouville gravity
9407168,dynamical flavor symmetry breaking by a magnetic field in 2 1
9407169,calculating the rest tension for a polymer of string bits
9407170,the lagrangian loop representation of lattice u 1 gauge theory
9407171,nonclassical light in interferometric measurements
9407172,statistics of parametrically excited photon added coherent states
9407173,toward one-loop tunneling rates of near-extremal magnetic black hole
9407174,differential equations for definition and evaluation of feynman
9407175,four dimensional yang mills theory in local gauge invariant variables
9407176,the string partition function for qcd on the torus
9407177,quantum gravity and equivariant cohomology
9407178,the bosonic structure of fermions
9407179,octonionic representations of clifford algebras and triality
9407180,towards complex rational powers of free fields generalized
9407181,self-dual solutions of 2 1 einstein gravity with a negative cosmological
9407182,the fermion-boson mapping in three dimensional quantum field theory
9407183,free fermions and extended conformal algebras
9407184,central extension of a new w infty type algebra
9407185,low-energy kahler potentials in supersymmetric gauge theories with
9407186,an explicit construction of the quantum group in chiral wzw-models
9407187,energy associated with charged dilaton black holes
9407188,spontaneous breakdown of the lorentz invariance and the nambu-goldstone
9407190,n 4 topological strings
9407191,polynomial identities of the rogers ramanujan type
9407192,a note on odes from mirror symmetry
9407193,3 1 dimensional schwinger terms and non-commutative geometry
9407194,higher algebras and mesonic spectrum in two-dimensional qcd
9407195,the euclidean hopf algebra u q e n and its fundamental hilbert space
9407197,on a possible breaking of global n 2 supersymmetry in non-linear si
9407198,a truly marginal deformation of sl 2 r in a null direction
9408001,realizations of the q heisenberg and q virasoro algebras
9408002,unification of spins and charges in grassmann space
9408003,principal bundles connections and brst cohomology
9408004,the boundary sine-gordon theory
9408005,critical behavior of the marinari-parisi model
9408006,on type-i quantum affine superalgebras
9408007,a hierarchy of super w strings
9408008,the coherent states
9408009,equivalence of the euclidean and wightman field theories
9408010,one-loop corrections to the instanton transition in the two-dimensional
9408011,ideal quantum gases in two dimensions
9408012,on entropy of 3-dimensional simplicial complexes
9408013,the power of holomorphy exact results in 4d susy field theories
9408014,calculation of graviton scattering amplitudes using string-based methods
9408015,finite-size analysis of o n nonlinear sigma model on semi-compact
9408016,speed of light in non trivial vacua
9408018,generalized qcd 2 via the bilocal method
9408019,w-symmetry and the rigid particle
9408021,on quantum jumps events and spontaneous localization models
9408023,stationarity of inflation and predictions of quantum cosmology
9408024,non-standard fermion propagators from conformal field theory
9408025,the cosmon model for an asymptotically vanishing time-dependent
9408026,circular strings in de sitter spacetime
9408027,relations between some analytic representations of one-loop scalar
9408028,a superspace formulation of the bv action
9408029,critical scaling and continuum limits in the d 1 kazakov-migdal model
9408030,yang-mills gauge anomalies in the presence of gravity with torsion
9408031,inhomogeneous quantum groups igl q r n
9408032,projective invariance and one-loop effective action in affine-metric
9408033,superstrings from hamiltonian reduction
9408034,solutions of the master virasoro equations as conformal points of
9408035,the integrable hierarchy constructed from a pair of kdv-type hierarchies
9408036,on the geometry of moduli space of vacua in n 2 supersymmetric
9408038,bft quantization of chiral-boson theories
9408039,breakdown of the semiclassical approximation at the black hole horizon
9408040,extremal black holes as exact string solutions
9408041,current-like variables in massive and massless integrable models
9408042,lotka volterra type equations and their explicit integration
9408044,symplectic quantization for reducible systems
9408045,constrained analysis of topologically massive gravity
9408046,large n phase transitions and multi-critical behaviour in generalized 2d
9408047,inequivalence of the massive vector meson and higgs models on a manifold
9408048,n 2 current algebras for non-semi-simple groups
9408049,a nonstandard supersymmetric kp hierarchy
9408050,the exact renormalization group and approximations
9408051,the topological string associated with a simple singularity of type d
9408052,spatial geometry of hamiltonian gauge theories
9408053,background independent algebraic structures in closed string field
9408055,geometry and dynamics with time-dependent constraints
9408057,exact e 0 solutions for general power-law potentials i classical
9408058,exact e 0 solutions for general power-law potentials ii quantum wave
9408059,on the inhomogeneous quantum groups
9408060,o d d r deformations of complex structures and extended worldsheet
9408061,vacuum mass spectra for su n self-dual chern-simons-higgs systems
9408062,harmonic superspaces in low dimensions
9408063,tachyon condensates and anisotropic universe
9408064,a infty algebras and the cohomology of moduli spaces
9408065,global aspects of the wznw reduction to toda theories
9408066,black-hole thermodynamics and renormalization
9408067,algebraic renormalization of antisymmetric tensor matter fields
9408068,on non-geometric contribution to the entropy of black hole due to
9408069,quantum deformations of sl 2
9408071,dynamics of relativistic particle with lagrangian dependent on
9408072,boundary terms in nambu-goto string action
9408073,tree-level unitarity constraints on the gravitational couplings of
9408074,a strong coupling test of s-duality
9408075,a note on abelian conversion of constraints
9408076,from weak to strong coupling in two-dimensional gravity
9408077,mapping between antisymmetric tensor and weinberg formulations
9408079,the chern-simons coefficient in the higgs phase
9408081,a variational approach to the qcd wave functional
9408082,extension of the n 2 virasoro algebra by two primary fields of dimension
9408083,strong-weak coupling duality in three dimensional string theory
9408084,superradiance around rotating dilatonic black hole
9408085,anomalous magnetic moment of anyons
9408086,virasoro character identities from the andrews bailey construction
9408087,general branching functions of affine lie algebras
9408088,postmodern string theory
9408089,geometric entropy wave functionals and fermions
9408090,split involution coupled to actual gauge symmetry
9408091,on the coleman-hill theorem
9408092,conserved charges and soliton solutions in affine toda theory
9408094,bracket symmetries of the classical n 1 string
9408095,the effective action in gauged supergravity on hyperbolic background and
9408096,topology and quantization of abelian sigma model in 1 1 dimensions
9408097,combinatorial quantization of the hamiltonian chern-simons theory ii
9408098,strings on a cone and black hole entropy
9408099,monopoles duality and chiral symmetry breaking in n 2 supersymmetric
9408100,field redefinition invariance and extra terms
9408101,conformal factor dynamics in the 1 n expansion
9408103,potential energy in quantum gravity
9408104,affine lie algebraic origin of constrained kp hierarchies
9408105,the exponential map for the conformal group 0 2 4
9408107,a feynman-graph generator for any order of coupling constants
9408108,a manifestly gauge-invariant approach to quantum theories of gauge
9408109,free field realizations in representation theory and conformal field
9408110,computation of yukawa couplings for calabi-yau hypersurfaces in weighted
9408111,hilbert space representation of an algebra of observables for q-deformed
9408112,conformal invariance of interacting wznw models
9408113,dilogarithm identities
9408114,discrete differential manifolds and dynamics on networks
9408115,large n phases of chiral qcd 2
9408116,the b model as a twisted spinning particle
9408117,production of soft photons from the quark-gluon plasma in hot qcd
9408119,the classification of su m k automorphism invariants
9408120,on kinks and bound states in the gross-neveu model
9408121,duality of orbifoldized elliptic genera
9408122,kalb-ramond interaction for a closed p-brane
9408123,on little groups and boosts of kappa deformed poincare group
9408126,supersymmetry vacuum statistics and the fundamental theorem of algebra
9408127,algebraic characterization of anomalies in chiral ww 3 gravity
9408128,fermionic operators from bosonic fields in 3 1 dimensions
9408129,barriers in quantum gravity
9408130,nonlocal matrix generalizations of n 2 super virasoro algebra
9408131,equations for correlation functions of eight-vertex model
9408132,coleman-weinberg phase transition in two-scalar models
9408133,solitons and helices
9408134,hot string soup
9408135,functional relations and analytic bethe ansatz for twisted quantum
9408136,exceptional structure of the dilute a 3 model
9408137,quantum corrections for a cosmological string solution
9408138,baxter-bazhanov model frenkel-moore equation and the braid group
9408139,remarks on the star-triangle relation in the baxter-bazhanov model
9408140,two dimensional qcd is a string theory
9408141,mathematical remarks on the cohomology of gauge groups and anomalies
9408142,explicit supertring vacua in a background of gravitational waves and
9408143,quantum groups and zeta-functions
9408144,conformally exact black hole perturbed by a marginal operator
9408145,the exponential map for the unitary group su 2 2
9408146,what particles are described by the weinberg theory
9408148,spontaneous breakdown of the lorentz invariance in three-dimensional
9408149,pauli-villars regularization of supergravity coupled to chiral and
9408150,the sigma model and non-commutative geometry
9408152,standard model with higgs as gauge field on fourth homotopy group
9408153,the meaning of protective measurements
9408154,weak measurements
9408155,phases of n 1 supersymmetric gauge theories in four dimensions
9408156,bounce in valley
9408157,matrix realization of gauge theory on discrete group z 2
9408158,representation theory of the w 1 infty algebra
9408160,on the classification of modular fusion algebras
9408163,topology of a nontopological magnetic monopole
9408164,yang-mills fields and riemannian geometry
9408165,representations of clifford algebras and its applications
9408167,deformed minimal models and generalized toda theory
9408168,instanton moduli and topological soliton dynamics
9408169,on gravitational shock waves in curved spacetimes
9408170,cartan calculus
9408171,target space duality in orbifolds with continuous and discrete wilson
9408173,u q sl n difference operator realization
9408174,gauge-invariant variables and mandelstam constraints in su 2 gauge
9408176,the weinberg propagators
9408178,gravitational instantons and moduli spaces of topological 2-form gravity
9408179,differential calculus on quantum groups
9409001,geometrical formulation for the siegel superparticle
9409002,effective field theories from qcd
9409003,gauge-yukawa unification in asymptotically non-free theories
9409004,renormalization group in quantum mechanics
9409005,charged cosmic string nucleation in de sitter space
9409006,quantum aspects of supersymmetric maxwell chern-simons solitons
9409007,brst charge for the orthogonal series of bershadsky-knizhnik
9409008,darboux transformations for supersymmetric korteweg de vries equations
9409009,renormalization group flow in one and two-matrix models
9409011,remarks on non-abelian duality
9409013,instabilities of magnetically charged black holes
9409014,noncommutative differential calculus on the kappa-minkowski space
9409015,off-shell closed string amplitudes
9409016,w-algebras from soliton equations and heisenberg subalgebras
9409017,the brst charge for the hat d 2 1 a non-linear
9409018,geometric interpretation of electromagnetism in a gravitational theory
9409019,spontaneous symmetry breaking of 1 1 dimensional bf phi 4 theory
9409020,how many n 4 strings exist
9409021,a new class of exact solutions in string theory
9409023,proper time formalism gauge invariance and the effects of a finite
9409024,finite w 3 transformations in a multi-time approach
9409025,yangians and classical lie algebras
9409027,su 3 coherent state operators and invariant correlation functions and
9409029,mirror symmetry and an exact calculation of n-2 point correlation
9409030,interaction hierarchy
9409031,dual statistical systems and geometrical string
9409032,finite unification and top quark mass
9409035,on the breathers of a n 1 affine toda field theory
9409036,yangians and classical lie algebras part ii sklyanin determinant
9409037,ale instantons in string effective theory
9409038,unification of the soluble two-dimensional vector coupling models
9409039,consequence of hawking radiation from 2d dilaton black holes
9409040,the quantum group as a symmetry the schr odinger equation of the
9409041,odd-parity negative modes of einstein-yang-mills black holes and
9409042,qcd flux tubes as sigma model relics
9409043,prepotentials for 2 2 supergravity
9409044,2d yang-mills theory and topological field theory
9409045,chiral fermions on quantum four-spheres
9409046,algebraic structure of gravity in ashtekar variables
9409047,hawking radiation of dirac fields in the 2 1 dimensional black hole
9409048,free q-schrodinger equation from homogeneous spaces of the 2-dim
9409049,spontaneous symmetry breaking as the mechanism of quantum measurement
9409052,topological quantum groups star products and their relations
9409056,some remarks on the quantum double
9409057,duality principle and braided geometry
9409058,structures on braided spaces
9409059,the inhomogeneity expansion for planar q e d in a magnetic background
9409060,exact su 2 u 1 stringy black holes
9409061,heterotic cosets
9409062,heterotic coset models
9409063,homotopy g-algebras and moduli space operad
9409064,non-perturbative solution of matrix models modified by trace-squared
9409066,multi-loop correlators for rational theories of 2d gravity from the
9409067,extensions of virasoro group and virasoro algebra by modules of
9409068,quasi-exactly-solvable differential equations
9409069,on the algebraic structure of gravitational descendants in cp n-1 coset
9409072,axial-vector duality as a mirror symmetry
9409073,hard thermal loops weak gravitational fields and the quark gluon energy
9409074,chern-simons quantization of 2 1 anti-de sitter gravity on a torus
9409076,scattering theory and correlation functions in statistical models with a
9409077,a comment on on non-abelian duality by enrique alvarez luis
9409078,1 0 superparticle in a curved background and the full set of 1 0
9409079,representations at a root of unity of q-oscillators and quantum
9409080,a complete perturbative expansion for constrained quantum dynamics
9409081,brst cohomology of yang-mills gauge fields in the presence of gravity in
9409083,string organization of field theories
9409084,light front quantisation of gauge theories in a finite volume
9409085,path-integral bosonization of a non-local interaction and its
9409087,quantum dynamical approach of wavefunction collapse in measurement
9409088,topics in quantum geometry of riemann surfaces
9409089,the world as a hologram
9409090,noncommutative symmetric functions and laplace operators for classical
9409092,n 2 supersymmetric calabi-yau hypersurface sigma-models on curved
9409093,free-field representation of group element for simple quantum group
9409095,duality symmetries and supersymmetry breaking in string
9409096,gut's with adjoint higgs from superstrings
9409097,on the non-relativistic limit of the quantum sine-gordon model with
9409098,large n gauge theory expansions and transitions
9409099,supersymmetry and su 2 xu 1 breaking with naturally vanishing vacuum
9409100,the quantum poincare group from quantum group contraction
9409101,a note on string field theory in the temporal gauge
9409104,general solution of the wess-zumino consistency condition for einstein
9409106,deformed poincare algebra and field theory
9409107,k-anomalies and space-time supersymmetry in the green-schwarz heterotic
9409108,painleve iii and 2d polymers
9409109,confining flux tubes in a current algebra approach
9409110,on the geometric interpretation of n 2 superconformal theories
9409111,is supersymmetry really broken
9409113,derivative expansion of the effective action and vacuum instability for
9409115,path-ordered phase factors in scalar quantum electrodynamics
9409116,coherent states path integral and semiclassical approximation
9409117,covariant quantization of d 4 brink-schwarz superparticle with lorentz
9409118,ale instantons in string theory
9409119,supersymmetric dyonic black holes in kaluza-klein theory
9409121,creation of a scalar potential in 2d dilaton gravity
9409122,a perturbative approach to the chiral potts model
9409123,topological terms in string theory on orbifolds
9409124,the monomial-divisor mirror map for landau-ginzburg orbifolds
9409125,on classical rational cw algebras
9409126,on coset reductions of kp hierarchies
9409127,operator formalism on general algebraic curves
9409128,wilson loops winding modes and domain walls in finite temperature qcd
9409130,spectrum of transfer matrix for u q b n invariant a 2 2n open
9409132,generalized q-exponentials related to orthogonal quantum groups and
9409133,maxwell-chern-simons theory in covariant and coulomb gauges
9409134,theory of neutral particles
9409135,solutions in self-dual gravity constructed via chiral equations
9409136,braided supersymmetry and co homology
9409137,from antibracket to equivariant characteristic classes
9409138,integrable xyz spin chain with boundaries
9409139,supersymmetry and the geometry of taub-nut
9409140,killing-yano tensors and generalized supersymmetries in black-hole and
9409141,the exact mass-gap of the supersymmetric o n sigma model
9409142,the exact mass-gap of the supersymmetric cp n-1 sigam model
9409143,the ideas of gravitational effective field theory
9409145,phase transitions in a vortex gas
9409146,moduli space cohomology and wavefunctions in 3d quantum gravity
9409148,the lattice dynamics of completely entangled states and its application
9409149,proof of the impossibility of non-contextual hidden variables in all
9409150,the prime factorization property of entangled quantum states
9409151,string models for locally supersymmetric grand unification
9409152,analysis of the wheeler-dewitt equation beyond planck scale and
9409153,fusion of the q vertex operators and its application to solvable
9409155,finite-difference representations of the degenerate affine hecke algebra
9409156,unitarity of quantum theory and closed time-like curves
9409157,large n renormalization group approach to matrix models
9409158,quantum corrections to black hole entropy in string theory
9409160,self-dual gravity revisited
9409161,on the hopf structure of u p q gl 1 1 and the universal cal
9409163,on the r-matrix formulation of deformed algebras and generalized
9409164,quantum mechanics for the swimming of micro-organism in two dimensions
9409165,characterizing invariants for local extensions of current algebras
9409166,grassmannian sigma models and topological-antitopological fusion
9409167,state-sum invariants of 4-manifolds i
9409168,on the nonperturbative consistency of d 2 string theory
9409169,anyons in electromagnetic field and the bmt equation
9409170,excitation spectrum and correlation functions of the z 3-chiral potts
9409171,ultramicro black holes and finiteness of the electromagnetic
9409172,non-commutative geometry and covariance
9409173,accuracy of the semi classical approximation
9409174,no z n bubbles in hot yang-mills theory
9409175,kahler spinning particles
9409176,solving 1d plasmas and 2d boundary problems using jack polynomials and
9409177,stringy twists of the taub nut metric
9409178,construction of yangian algebra through a multi-deformation parameter
9409179,a unified approach to solvable models of dilaton gravity in
9409180,generalized quon statistics
9409182,skyrme crystal from a twisted instanton on a four-torus
9409183,batalin-tyutin quantization of the self-dual massive theory in three
9409184,cyclic permutations in kazama-suzuki string models
9409185,a remark on the instability of the bartnik-mckinnon solutions
9409186,on realizing the bosonic string as a noncritical w 3 string
9409187,new pseudoclassical model for weyl particles
9409188,on orbifolds with discrete torsion
9409189,event-enhanced quantum theory and piecewise deterministic dynamics
9409190,quantum deformations of tau functions bilinear identities and
9409191,collective-field excitations in the calogero model
9409193,hamilton formalism in non-commutative geometry
9409194,a coherent state path integral for anyons
9409195,the nature of space and time
9409198,chiral gauge theory in four dimensions
9409199,dual versions of n 2 supergravity and spontaneous supersymmetry breaking
9409200,addendum to the papers on the weinberg theory
9410001,persistent supercurrents in a planar non-relativistic chiral fluid
9410003,topological dilatonic supergravity theories
9410004,lattice qcd as a theory of interacting surfaces
9410005,quantising higher-spin string theories
9410006,a superstring theory in 2 2 dimensions
9410007,renormalizability of semiquantized fields
9410008,black holes and exact solutions in string theory
9410010,galois modular invariants of wzw models
9410011,theory of k ahler gravity
9410012,the collective field theory of a singular supersymmetric matrix model
9410013,w-algebras of negative rank
9410014,why don't we have a covariant superstring field theory
9410015,continuum annulus amplitude from the two-matrix model
9410016,schwinger terms and cohomology of pseudodifferential operators
9410018,untwisted moduli and internal fermions in free fermionic strings
9410019,horizon condition holds pointwise on finite lattice with free boundary
9410021,on the bosonization of l operators for quantum affine algebra
9410023,cp in orbifold models
9410024,supergravity before 1976
9410025,dissipative quantum mechanics
9410026,integrable boundary conditions for classical sine-gordon theory
9410027,new examples for wightman fields on a manifold
9410028,manifestations of quantum gravityin scalar qed phenomena
9410029,conformal field theories representations and lattice constructions
9410030,black holes the wheeler-dewitt equation and the semi-classical
9410031,path integral solubility of a general two-dimensional model
9410032,heat kernel and scaling of gravitational constants
9410033,lattice models and generalized rogers ramanujan identities
9410034,topological 2d string theory
9410035,non-abelian bosonization from factored coset models in path integrals
9410037,quantum solitons in non-linear optics
9410038,gauge theory and renormalization erice august 1994
9410039,projective quantum spaces
9410041,non-singular four-dimensional black holes and the jackiw-teitelboim
9410042,integrable vertex and loop models on the square lattice with open
9410044,free fields for any spin in relativistic quantum mechanics
9410045,weyl pair current algebra and shift operator
9410046,kaluza-klein theory in perspective
9410047,the symmetry structure of the anti-self-dual einstein hierarchy
9410048,the moyal bracket and the dispersionless limit of the kp hierarchy
9410049,new solution of vertex type tetrahedron equations
9410050,evidence for the stability of extremal black p-branes
9410051,search for duality symmetries in p-brane theories
9410052,sigma models and the adhm construction of instantons
9410053,poisson algebra of wilson loops in four-dimensional yang-mills theory
9410054,some properties of large n two dimensional yang mills theory
9410056,moduli dependent non-holomorphic contributions of massive states to
9410057,bogomol'nyi equations for solitons in maxwell-chern-simons gauge
9410058,p-adic description of higgs mechanism i
9410059,p-adic desription of higgs mechanism ii
9410060,p-adic description of higgs mechanism iii
9410061,p-adic description of higgs mechanism iv
9410062,p-adic description of higgs mechanism v
9410063,on dispersionless hirota type equations
9410064,qed 2 1 with nonzero fermion density and quantum hall effect
9410065,self-dual chern-simons theories
9410066,hidden symmetries in the 6-vertex model of statistical physics
9410067,compact qed 3 a simple example of a variational calculation in a
9410068,thermodynamics of two dimensional black holes
9410069,duality versus supersymmetry
9410070,exact solution of the simplest super-orthosymplectic invariant magnet
9410071,a note on graded yang-baxter solutions as braid-monoid invariants
9410072,the affine symmetry of self-dual gravity
9410073,higher-dimensional resolution of dilatonic black hole singularities
9410074,black holes interactions and strings
9410075,time evolution of pure quantum state and emergence of a nearly thermal
9410076,bubble with global monopole
9410077,conformal characters and theta series
9410078,a model of two-dimensional quantum gravity in the strong coupling regime
9410079,quantization of the tachyonic field
9410082,lectures on inflationary cosmology
9410084,on gravitational dressing of renormalization group beta-functions beyond
9410085,reminiscences about many pitfalls and some successes of qft within the
9410086,vacuum correlations at geodesic distance in quantum gravity
9410087,large n phase transition in the heat kernel on the u n group
9410088,towards a strong coupling liouville gravity
9410089,on the classification of fusion rings
9410090,quantum diffusion process with a complex weight on three dimensional
9410091,knizhnik-zamolodchikov-bernard equations on riemann surfaces
9410092,on bogoliubov transformation of scalar wave functions in de sitter space
9410093,conserved currents consistency relations and operator product
9410094,statistical properties of strings
9410095,curvature corrections to dynamics of domain walls
9410096,the canonical partition function for quons
9410097,centrally extended w 1 infty and the kp hierarchy
9410098,the partition function for an anyon-like oscillator
9410099,half-differentials and fermion propagators
9410101,on the instability of the vacuum in multidimensional scalar theories
9410102,quasiperiodic solutions of the fibre optics coupled nonlinear
9410103,action and entropy of extreme and non-extreme black holes
9410104,space time interpretation of s-duality and supersymmetry violations of
9410105,leading large n modification of qcd 2 on a cylinder by dynamical
9410107,true functional integrals in algebraic quantum field theory
9410108,the cohomology of algebras over moduli spaces
9410109,inverting the hamiltonian reduction in string theory
9410110,remarks on the entropy of 3-manifolds
9410111,derivative expansion in quantum theory of gravitation
9410112,the large distance limit of the gravitational effective action in
9410113,improved effective potential in curved spacetime and quantum matter
9410114,finite w algebras and intermediate statistics
9410115,scattering states of plektons particles with braid group statistics in
9410116,background gauge invariance in the antifield formalism for theories with
9410117,correlation functions along a massless flow
9410120,quantum gravity via random triangulations of r 4 and gravitons as
9410121,o 1 n 3 conformal bootstrap solution of the su 2 x su 2
9410122,successive superalgebraic truncations from the four-dimensional maximal
9410123,a new action principle for witten's topological field theory
9410124,review of non-commutative geometric methods applied to particle physics
9410126,fermion determinants in static inhomogeneous magnetic fields
9410127,supersymmetry and solitons
9410130,two-loop quark self-energy in a new formalism
9410131,group-theoretical determination of the mixing angle in the electroweak
9410132,mass spectrum of strings in anti de sitter spacetime
9410133,ope's and the dilaton beta-function for the 2-d n 1 supersymmetric
9410134,topological sectors of spin 1 theories in 2 1 dimensions
9410135,h deformation as a contraction of q deformation
9410136,string cosmology with a time-dependent antisymmetric tensor potential
9410137,topological modes in dual lattice models
9410138,brs symmetry for yang-mills theory with exact renormalization group
9410139,the bv quantisation of superparticles type i and ii
9410140,quantum scattering of charged solitons in the complex sine-gordon model
9410141,the renormalization group and two dimensional multicritical effective
9410142,on spherically symmetric string solutions in four dimensions
9410143,hamiltonian brst quantization of the conformal string
9410144,the quantum algebraic structure of the twisted xxz chain
9410145,polynomial deformations of osp 1 2 and generalized parabosons
9410146,3 f 2 1 hypergeometric function and quadratic r-matrix algebra
9410147,four dimensional integrable theories
9410148,world-sheet aspects of mirror symmetry
9410149,why are there so many n 4 superstrings
9410150,ultra-multiplets
9410152,the box graph in superstring theory
9410154,a hopf algebra structure in self-dual gravity
9410155,unitarity analytical time and hawking's temperature
9410156,classical extended conformal algebras associated with constrained kp
9410157,c 1 discrete states correlators via w 1 infty constraints
9410158,vector-chiral equivalence in null gauged wznw theory
9410159,the dynamics of vortex and monopole production by quench induced phase
9410161,dimensionality as a perturbation parameter in the generalized hydrogen
9410162,regularisation the bv method and the antibracket cohomology
9410163,on a nonstandard two-parametric quantum algebra and its connections with
9410164,field theory of open and closed strings with discrete target space
9410165,kdv and nls equations as tri-hamiltonian systems
9410166,collective hamiltonians with kac-moody algebraic conditions
9410167,unity of superstring dualities
9410170,explicit construction of n 2 w 3 current in the n 2 coset
9410171,on solutions of tetrahedron equations based on korepanov mechanism
9410173,on q deformed spinning relativistic particle
9410174,can the 2 2j 1 component weinberg-tucker-hammer equations describe
9410177,mirror symmetry on arbitrary dimensional calabi-yau manifold with a few
9410178,fermions in the background of dilatonic sphalerons
9410179,divergences in the moduli space integral and accumulating handles in the
9410180,spectrum degeneracy of general p 2 parasupersymmetric quantum
9410182,low energy description of fermion pairs in topologically massive
9410183,black holes and sphalerons in low energy effective string theory
9410184,a two parameter family of the calabi-yau d-fold
9410186,sl q 2 realizations for kepler and oscillator potentials and
9410187,unitary rules for black hole evaporation
9410188,difference-elliptic operators and root systems
9410190,diffeomorphism cohomology in beltrami parametrization ii
9410191,conformal sector in d 6 quantum gravity
9410193,integrable spin chains associated to widehat sl q n and
9410194,induced topology on the hoop group
9410195,on equations with universal invariance
9410196,on the universality of nonperturbative effects in stabilized 2d quantum
9410197,the vacuum in the light-cone representation
9410198,point interactions from flux conservation
9410199,linear connections on the quantum plane
9410200,the four-point function on a surface of infinite genus
9410201,linear connections in non-commutative geometry
9410202,octonion x-product orbits
9410203,regular conjugacy classes in the weyl group and integrable hierarchies
9410204,functional determinants and effective actions
9410205,s-dual gaugino condensation and supersymmetry breaking
9410206,string guts
9410207,diff invariant poincare transformations as deformation of poincare
9410208,on spectral theory of quantum vertex operators
9410209,on structure constants of sl 2 theories
9410210,classical quantum duality
9410212,curved four-dimensional spacetime as infrared regulator in superstring
9410213,geometric phases and mielnik's evolution loops
9410214,critical behaviour of a fermionic random matrix model at large-n
9410215,strings near a rindler or black hole horizon
9410216,4d edge currents from 5d chern-simons theory
9410217,integrable systems in stringy gravity
9410219,semi-classical quantization of circular strings in de sitter and anti de
9410221,fermionic coset realization of the critical ising model
9410222,string theory and ale instantons
9410223,higher covariant derivative pauli-villars regularization does not lead
9410224,a brst charge for non-critical w 2 s strings
9410225,relativistic aharonov-bohm-coulomb problem
9410226,the bosonic string measure at two and three loops and symplectic
9410228,integrable many-body problems from the field theories
